,Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
215272,1976.589,False,False,False,346550,,Drawings and Prints,1976,Book,One Special Summer,,,,,,1647841638277827,Author|Author|Publisher,Written and illustrated by|Written and illustrated by| ,Jacqueline Bouvier Kennedy Onassis|Lee Bouvier Radziwill|Delacorte Press,"American, Southampton, New York 1929–1994 New York|American, born Southampton, New York, 1933|New York, NY", | | ,"Kennedy Onassis, Jacqueline Bouvier|Radziwill, Lee Bouvier|Delacorte Press",American|American|American,1929      |1933      |1950      ,1994      |9999      |1999      ,Female|Female|,http://vocab.getty.edu/page/ulan/500242137|http://vocab.getty.edu/page/ulan/500524338|,https://www.wikidata.org/wiki/Q165421||,1974,1974,1974,Illustrations: photoreproductions of original drawings,13 3/8 x 10 13/16 in. (34 x 27.5 cm),"Gift of Suzanne Boorsch, in memory of John J. McKendry, 1976",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346550,,,"Metropolitan Museum of Art, New York, NY",,,
215275,51.622,False,False,False,346553,,Drawings and Prints,1951,Book,J. B. Bowden & Co. Ring Makers [catalogue for jewelers],,,,,,7827,Author, ,J. B. Bowden & Co.,"New York, NY", ,"Bowden, J. B., & Co.",American,1850      ,1950      ,,,,ca. 1892,1887,1897,Illustrations: lithographs,10 9/16 x 7 5/16 in. (26.8 x 18.5 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346553,,,"Metropolitan Museum of Art, New York, NY",,,
215301,55.573.1,False,False,False,346579,,Drawings and Prints,1955,Book,"The Decorative Charm of Wrought Iron, with price list",,,,,,7830,Author, ,"Bozart Lighting Co., Inc.","New York, NY", ,"Bozart Lighting Co., Inc.",American,1900      ,1950      ,,,,1925,1925,1925,Illustrations: lithographs,9 1/16 x 5 7/8 in. (23 x 15 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1955",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346579,,,"Metropolitan Museum of Art, New York, NY",,,
215305,1972.586.19,False,False,False,346583,,Drawings and Prints,1972,Book,Launcelot and the Ladies,,,,,,16317816550,Illustrator|Publisher, | ,William Henry Bradley|Harper & Brothers,"American, Boston, Massachusetts 1868–1962 La Mesa, California|American, New York", | ,"Bradley, William Henry|Harper & Brothers",American|American,1868      |1833      ,1962      |1962      ,|,http://vocab.getty.edu/page/ulan/500010977|http://vocab.getty.edu/page/ulan/500524493,https://www.wikidata.org/wiki/Q1357158|https://www.wikidata.org/wiki/Q3127696,1927,1927,1927,Illustrations: woodcuts,7 7/8 x 5 1/2 in. (20 x 14 cm),"Gift of Fern Bradley Dufner, 1972",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346583,,,"Metropolitan Museum of Art, New York, NY",,,
215306,1971.535,False,False,False,346584,,Drawings and Prints,1971,Book,"Peter Poodle, Toymaker to the King",,,,,,1631787789,Illustrator|Publisher, | ,"William Henry Bradley|Dodd, Mead & Co.","American, Boston, Massachusetts 1868–1962 La Mesa, California| ", | ,"Bradley, William Henry|Dodd, Mead & Co.",American| ,1868      |1850      ,1962      |1950      ,|,http://vocab.getty.edu/page/ulan/500010977|,https://www.wikidata.org/wiki/Q1357158|,1906,1906,1906,Illustrations: letter press (relief process),11 1/4 x 8 7/8 in. (28.5 x 22.5 cm),"Gift of Fern Bradley Dufner, 1971",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346584,,,"Metropolitan Museum of Art, New York, NY",,,
215341,38.169,False,False,False,346621,,Drawings and Prints,1938,Book,Braxton's Catalog of Raw Wood Frames,,,,,,7834,Author, ,Braxton Art Company,"New York, NY", ,Braxton Art Company,American,1900      ,1950      ,,,,"September 1, 1938",1938,1938,,,"Museum Accession, Source unknown, 1938",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346621,,,"Metropolitan Museum of Art, New York, NY",,,
215355,66.757.3,False,False,False,346635,,Drawings and Prints,1966,Book,First Papers of Surrealism,,,,,,16319016185078362783637836,Author|Illustrator|Author|Author|Publisher, | |Foreword by|Essay by| ,"André Breton|Marcel Duchamp|Sidney Janis|R. A. Parker|Coordinating Council of French Relief Societies, Inc.","French, Tinchebray 1896–1966 Paris|American (born France), Blanville 1887–1968 Neuilly-sur-Seine|American, 1896–1989|active 20th century|New York, NY", | | | | ,"Breton, André|Duchamp, Marcel|Janis, Sidney|Parker, R. A.|Coordinating Council of French Relief Societies, Inc.","French|American, born France|American| |American",1896      |1887      |1896      |1900      |1945      ,1966      |1968      |1989      |1999      |1999      ,||||,http://vocab.getty.edu/page/ulan/500006225|http://vocab.getty.edu/page/ulan/500115393|(not assigned)||,|https://www.wikidata.org/wiki/Q5912|https://www.wikidata.org/wiki/Q1606720||,1942,1942,1942,,,"John B. Turner Fund, 1966",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346635,,,"Metropolitan Museum of Art, New York, NY",,,
215357,1973.520.2,False,False,False,346637,,Drawings and Prints,1973,Book,Young Cherry Trees Secured Against Hares (Jeunes cerisiers garantis contre les lièvres),,,,,,78367163190161850161950783689386,Translator|Author|Designer|Designer|Publisher|Printer,Translated by|Written by|Cover designed by|Drawings by|Published by|Printed by,Edouard Roditi|André Breton|Marcel Duchamp|Arshile Gorky|View Editions|Van Vechten Press,"American (born France), Paris 1910–1992 Cadiz, Spain|French, Tinchebray 1896–1966 Paris|American (born France), Blanville 1887–1968 Neuilly-sur-Seine|American (born Armenia), Khorkom 1904–1948 Sherman, Connecticut|New York, NY|Metuchen, New Jersey"," | | | |, New York|, Metuchen, NJ","Roditi, Edouard|Breton, André|Duchamp, Marcel|Gorky, Arshile|View Editions|Van Vechten Press","French|French|American, born France|American, born Armenia|American|American",1910-06-06|1896      |1887      |1904      |1900      |1900      ,1992-05-10|1966      |1968      |1948      |1999      |1999      ,|||||,(not assigned)|http://vocab.getty.edu/page/ulan/500006225|http://vocab.getty.edu/page/ulan/500115393|http://vocab.getty.edu/page/ulan/500021392||,https://www.wikidata.org/wiki/Q3580020||https://www.wikidata.org/wiki/Q5912|https://www.wikidata.org/wiki/Q165648||,1946,1946,1946,Photomechanical reproductions of ink drawings,Overall: 9 7/16 x 6 5/16 x 3/8 in. (24 x 16 x 1 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1973",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346637,,,"Metropolitan Museum of Art, New York, NY",,,
215366,44.68.3,False,False,False,346648,,Drawings and Prints,1944,Book,"Constitution and By-Laws of the Brewster & Co. Mutual Benefit Association, of the City of New York",,,,,,1651717837,Author|Publisher, | ,Brewster & Co.|C. R. Jones,"American, New York|New York, NY", | ,"Brewster & Co.|Jones, C. R.",American|American,          |1800      ,          |1950      ,|,|,|,mid 19th–mid 20th century,1844,1944,,,"The Gift of William Brewster, 1944",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346648,,,"Metropolitan Museum of Art, New York, NY",,,
215367,41.52.6,False,False,False,346649,,Drawings and Prints,1941,Book,Delaunay Belleville Motor Cars,,,,,,1651717838,Author|Publisher, | ,Brewster & Co.|Bartlett-Orr Press,"American, New York|New York, NY", | ,Brewster & Co.|Bartlett-Orr Press,American|American,          |1900      ,          |1930      ,|,|,|,early 20th century,1900,1925,,,"Gift of William Brewster, 1941",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346649,,,"Metropolitan Museum of Art, New York, NY",,,
215381,58.634.1,False,False,False,346663,,Drawings and Prints,1958,Book,Seem-so's,,,,,,783917735,Artist|Publisher, | ,L. J. (Lewis Jesse) Bridgman|H. M. Caldwell Co.,"American, 1857–1931|New York, NY", | ,"Bridgman, L. J. (Lewis Jesse)|Caldwell, H. M. Co.",American|American,1857      |1900      ,1931      |1910      ,|,|,|,1906,1906,1906,Illustrations: color lithographs,7 13/16 x 6 x 1/2 in. (19.8 x 15.3 x 1.3 cm),"Gift of Janet S. Byrne, 1958",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346663,,,"Metropolitan Museum of Art, New York, NY",,,
215385,65.526.2,False,False,False,346667,,Drawings and Prints,1965,Book,"Brigg's & Co.'s Patent Transferring Papers, Illustrated Catalogue",,,,,,7839,Author, ,Briggs & Co.,"New York, NY", ,Briggs & Co.,American,1800      ,1900      ,,,,[ca. 1880] (?),1880,1880,Illustrations: engraving,Overall: 8 11/16 x 5 1/2 x 9/16 in. (22 x 14 x 1.5 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1965",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346667,,,"Metropolitan Museum of Art, New York, NY",,,
215386,48.86.5,False,False,False,346668,,Drawings and Prints,1948,Book,"Wholesale Dealers in Hats & Caps, Furs, Robes, and Umbrellas",,,,,,7839,Author, ,William Brinckerhoff & Co.,"New York, NY", ,"Brinckerhoff, William, & Co.",American,1850      ,1900      ,,,,Autumn 1872,1872,1872,Illustrations in photomechanical printed catalogue,10 3/4 × 7 7/8 in. (27.3 × 20 cm),"Harris Brisbane Dick Fund, 1948",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346668,,,"Metropolitan Museum of Art, New York, NY",,,
215390,61.670.3,False,False,False,346672,,Drawings and Prints,1961,Book,"Catalogue of Kerosene Burners, Lamps, Lamp Trimmings, Etc.",,,,,,7840,Author, ,Bristol Brass & Clock Company,"New York, NY", ,Bristol Brass & Clock Company,American,1850      ,1890      ,,,,1889,1889,1889,Illustrations: wood engraving,10 x 6 3/4 in. (25.4 x 17.1 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1961",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346672,,,"Metropolitan Museum of Art, New York, NY",,,
215413,41.102.16,False,False,False,346695,,Drawings and Prints,1941,Book,The Broken Arm,,,,,,7841,Publisher, ,William Wood & Co.,New York, ,"Wood, William, & Co.",American,1800      ,1900      ,,,,19th century,1865,1877,"Illustrations: wood engraving, stererotyped, with hand-coloring",4 1/2 × 3 1/16 in. (11.4 × 7.7 cm),"Anonymous Gift, 1941",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346695,,,"Metropolitan Museum of Art, New York, NY",,,
215429,52.599.2,False,False,False,346715,,Drawings and Prints,1952,Book,"Brook's Spool Cotton, No. 90 Glacé, No. 120 Soft Finish",,,,,,9416,Publisher, ,Brook's,"New York, NY", ,Brook's,American,1880      ,1950      ,,,,20th century (?),1900,1999,,7 7/8 x 4 13/16 x 3/16 in. (20 x 12.2 x 0.5 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346715,,,"Metropolitan Museum of Art, New York, NY",,,
215453,69.586.1,False,False,False,346739,,Drawings and Prints,1969,Book,The Citizen and Strangers' Pictorial and Business Directory for the City of New York and its Vicinity,,,,,,784567845,Editor|Publisher, | ,Solyman Brown|Charles Spalding & Co.,"American, 19th century|New York, NY", | ,"Brown, Solyman|Spalding, Charles, & Co.",American|American,1800      |1800      ,1900      |1900      ,|,|,|,1853,1853,1853,,,"Purchase, Jefferson R. Burdick Bequest, 1969",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346739,,,"Metropolitan Museum of Art, New York, NY",,,
215454,64.643.1,False,False,False,346740,,Drawings and Prints,1964,Book,"Manufacturer of Children's Carriages, Gifts, Perambulators, Rocking Horses, Propellors, Carts, etc. [Illustrated, priced catalogue]",,,,,,7845,Author, ,Thomas Brown,"New York, NY", ,"Brown, Thomas",American,1800      ,1966      ,,,,n.d.,1740,1960,,,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1964",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346740,,,"Metropolitan Museum of Art, New York, NY",,,
215456,50.602.1436,False,False,False,346742,,Drawings and Prints,1950,Book,"The History of the First Locomotives in America.  From Original Documents, and the Testimony of Living Witnesses",,,,,,1631547703,Author|Publisher, | ,William Henry Brown|D. Appleton & Co.,"American, Charleston, South Carolina 1808–1883 Charleston, South Carolina|New York, NY", | ,"Brown, William Henry|Appleton, D. & Co.",American|American,1808      |1800      ,1883      |1900      ,|,http://vocab.getty.edu/page/ulan/500421741|,|,1874,1870,1880,Illustrations: lithographs,9 1/2 × 6 × 1 in. (24.1 × 15.2 × 2.5 cm),"The Glenn Tilley Morse Collection, Bequest of Glenn Tilley Morse, 1950",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346742,,,"Metropolitan Museum of Art, New York, NY",,,
215459,63.640.2,False,False,False,346745,,Drawings and Prints,1963,Book,Paper Hangings and Window Shades,,,,,,7846,Author, ,G. F. & C. E. Brown & Co.,"New York, NY", ,"Brown, G. F. & C. E., & Co.",American,1800      ,1999      ,,,,19th–20th century,1800,1960,,,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1963",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346745,,,"Metropolitan Museum of Art, New York, NY",,,
215478,54.511.15,False,False,False,346764,,Drawings and Prints,1954,Book,"A Specimen of Printers' Brass Materials, etc. . .",,,,,,7848,Author, ,George Bruce,"New York, NY", ,"Bruce, George",American,1800      ,1900      ,,,,March 1861,1861,1861,Illustrations: wood engraving and photomechanical process,11 3/16 x 9 7/16 in. (28.4 x 24 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1954",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346764,,,"Metropolitan Museum of Art, New York, NY",,,
215479,41.134,False,False,False,346765,,Drawings and Prints,1941,Book,An Abridged Specimen of Printing Types,,,,,,7848,Author, ,George Bruce's Son & Co.,"New York, NY", ,"Bruce's, George, Son & Co.",American,1820      ,1920      ,,,,1869,1869,1869,,,"Harris Brisbane Dick Fund, 1941",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346765,,,"Metropolitan Museum of Art, New York, NY",,,
215486,1972.682.1,False,False,False,346772,,Drawings and Prints,1972,Book,21 Delightful Ways of Committing Suicide,,,,,,78493784948115,Illustrator|Publisher|Author, | |Preface by,"Jean Bruller|Covici, Friede, Inc.|Corey Ford"," |New York, NY|American, 1902–1969", | | ,"Bruller, Jean|Covici, Friede, Inc.|Ford, Corey",French|American|American,          |1900      |1902      ,          |1999      |1969      ,||,||(not assigned),||https://www.wikidata.org/wiki/Q5170359,1930,1930,1930,Illustrations: photoreproductions of original drawings,9 7/16 x 6 5/16 in. (24 x 16 cm),"Gift of A. Hyatt Mayor, 1972",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346772,,,"Metropolitan Museum of Art, New York, NY",,,
215499,60.715.26,False,False,False,346785,,Drawings and Prints,1960,Book,Antiques and Reproductions,,,,,,10254,Author, ,"Brunovan, Inc.","New York, NY", ,"Brunovan, Inc.",American,1900      ,2000      ,,,,20th century,1900,1999,Illustrations: photographic commercial process,8 9/16 x 10 7/8 in. (21.8 x 27.6 cm),"Gift of Lawrence B. Romaine, 1960",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346785,,,"Metropolitan Museum of Art, New York, NY",,,
215500,64.531.12,False,False,False,346786,,Drawings and Prints,1964,Book,"Electric Light: The Swan Incandescent Electric Lamp, the Brush Arc Light and Storage Systems",,,,,,7850,Author, ,Brush-Swan,"New York, NY", ,Brush-Swan,American,1850      ,1900      ,,,,January 1883,1883,1883,Illustrations: photomechanical process,11 9/16 x 8 7/8 in. (29.3 x 22.5 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1964",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346786,,,"Metropolitan Museum of Art, New York, NY",,,
215509,30.15.59,False,False,True,346795,,Drawings and Prints,1930,Book,"The American Landscape, No. 1, Engraved from Nature Expressly for This Work, and from Well Authenticated Pictures, With Historical and Topographical Illustrations",,,,,,785177851816185616242916167516270,Editor|Publisher|Designer|Engraver|Designer|Designer, | |Designed and engraved by| | | ,William Cullen Bryant|Elam Bliss|Asher Brown Durand|James Smillie|William James Bennett|Robert Walter Weir,"American, 1794–1878|New York, NY|American, Jefferson, New Jersey 1796–1886 Maplewood, New Jersey|American, Edinburgh 1807–1885 Poughkeepsie, New York|American, London 1787–1844 New York|American, New Rochelle, New York 1803–1889 New York", | | | | | ,"Bryant, William Cullen|Bliss, Elam|Durand, Asher Brown|Smillie, James|Bennett, William James|Weir, Robert Walter",American|American|American|American|American|American,1794      |1800      |1796      |1807      |1787      |1803      ,1878      |1900      |1886      |1885      |1844      |1889      ,|||||,(not assigned)||http://vocab.getty.edu/page/ulan/500026080|http://vocab.getty.edu/page/ulan/500020372|http://vocab.getty.edu/page/ulan/500021675|http://vocab.getty.edu/page/ulan/500032615,https://www.wikidata.org/wiki/Q454840||https://www.wikidata.org/wiki/Q391608|https://www.wikidata.org/wiki/Q55463948|https://www.wikidata.org/wiki/Q8013431|https://www.wikidata.org/wiki/Q3695965,1830,1830,1830,Illustrations: engraving,13 x 10 1/16 in. (33 x 25.5 cm),"Gift of Mrs. Frederic F. Durand, 1930",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346795,,,"Metropolitan Museum of Art, New York, NY",Landscapes|Boats,http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q35872
215510,21.36.166,False,False,False,346796,,Drawings and Prints,1921,Book,A Library of Poetry and Song,,,,,,78517785197851,Author|Publisher|Sitter,Introduction written by| |Frontispiece portrait of,William Cullen Bryant|J. B. Ford and Co.|William Cullen Bryant,"American, 1794–1878|New York, NY|American, 1794–1878", | | ,"Bryant, William Cullen|Ford, J. B., and Company|Bryant, William Cullen",American|American|American,1794      |1800      |1794      ,1878      |1900      |1878      ,||,(not assigned)||(not assigned),https://www.wikidata.org/wiki/Q454840||https://www.wikidata.org/wiki/Q454840,1874,1874,1874,Illustrations: engravings,9 5/8 x 7 1/16 in. (24.5 x 18 cm),"Museum Accession, transferred from the Library",,New York,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/346796,,,"Metropolitan Museum of Art, New York, NY",,,
